Area_Name,Year,Group_Name,Sub_Group_Name,Cases_Property_Recovered,Cases_Property_Stolen,Value_of_Property_Recovered,Value_of_Property_Stolen
Jharkhand,2010,Burglary - Property,3. Burglary,230.0,1357,5143505.0,30538107
Karnataka,2010,Burglary - Property,3. Burglary,2053.0,6059,190809043.0,358763287
Kerala,2010,Burglary - Property,3. Burglary,956.0,2468,93602702.0,232893329
Lakshadweep,2010,Burglary - Property,3. Burglary,1.0,3,13000.0,25000
Madhya Pradesh,2010,Burglary - Property,3. Burglary,3092.0,9897,57395236.0,283085880
Maharashtra,2010,Burglary - Property,3. Burglary,4536.0,15724,195337676.0,1330713671
Manipur,2010,Burglary - Property,3. Burglary,2.0,66,12660.0,4992852
Meghalaya,2010,Burglary - Property,3. Burglary,36.0,154,562599.0,4513197
Mizoram,2010,Burglary - Property,3. Burglary,309.0,425,2942515.0,6957888
Nagaland,2010,Burglary - Property,3. Burglary,12.0,62,231350.0,10350604
Odisha,2010,Burglary - Property,3. Burglary,1194.0,2855,20486035.0,160459113
Puducherry,2010,Burglary - Property,3. Burglary,44.0,72,1855074.0,3593876
Punjab,2010,Burglary - Property,3. Burglary,1275.0,2660,56491870.0,191928824
Rajasthan,2010,Burglary - Property,3. Burglary,1513.0,4454,104650678.0,222873182
Sikkim,2010,Burglary - Property,3. Burglary,16.0,72,257190.0,5633540
Tamil Nadu,2010,Burglary - Property,3. Burglary,2953.0,4715,120836243.0,247787824
Tripura,2010,Burglary - Property,3. Burglary,37.0,217,975680.0,5192214
Uttar Pradesh,2010,Burglary - Property,3. Burglary,1174.0,4073,68265034.0,231223128
Uttarakhand,2010,Burglary - Property,3. Burglary,135.0,294,4352459.0,19245615
West Bengal,2010,Burglary - Property,3. Burglary,115.0,388,12437625.0,35775423
Andaman & Nicobar Islands,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,10,80000.0,1226967
Andhra Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,40.0,316,3301479.0,45128264
Arunachal Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4.0,41,640000.0,31448136
Assam,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,37.0,374,1972335.0,18282901
Bihar,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,88.0,922,1340911.0,7779882
Chandigarh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,18.0,26,1288000.0,1433500
Chhattisgarh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,52.0,147,1672704.0,13069226
Dadra & Nagar Haveli,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,10.0,13,3702374.0,5411354
Daman & Diu,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2.0,5,910000.0,6773576
Delhi,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,147.0,479,9238685.0,177836353
Goa,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7.0,20,1720400.0,86629777
Gujarat,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,559.0,1348,41218510.0,269095652
Haryana,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,411.0,530,12296549.0,23718405
Himachal Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,20.0,59,5601360.0,10484933
Jammu & Kashmir,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,11.0,82,199260.0,1965260
Jharkhand,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,29.0,153,105400.0,1875873
Karnataka,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,102.0,427,11233753.0,80193976
Kerala,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,43.0,279,5203538.0,48659235
Lakshadweep,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,1,3500.0,3500
Madhya Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,255.0,481,8389128.0,18436467
Maharashtra,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,705.0,1436,234006060.0,876305582
Manipur,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,33,0.0,8330692
Meghalaya,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2.0,19,16320.0,524350
Mizoram,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,14.0,22,1137145.0,2791842
Nagaland,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,3,1800.0,301800
Odisha,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,69.0,224,1508259.0,28749939
Puducherry,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2.0,5,41231.0,147466
Punjab,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,364.0,368,71040117.0,104353118
Rajasthan,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,235.0,626,3514853.0,4359322
Sikkim,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,1,0.0,16000
Tamil Nadu,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,100.0,313,7122903.0,97624833
Tripura,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,3.0,4,13000.0,842171
Uttar Pradesh,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,327.0,991,22736775.0,67340444
Uttarakhand,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2.0,171,26000.0,35494787
West Bengal,2001,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,124.0,486,8830089.0,25812306
Andaman & Nicobar Islands,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,4,0.0,617295
Andhra Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,104.0,382,6462978.0,67143584
Arunachal Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,10.0,23,1258813.0,2858359
Assam,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,82.0,558,1926211.0,15255432
Bihar,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,41.0,1214,1128419.0,20655871
Chandigarh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,18.0,35,676746.0,1041146
Chhattisgarh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,58.0,92,1177815.0,59050808
Dadra & Nagar Haveli,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,5.0,12,1724650.0,6528920
Daman & Diu,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,3.0,5,652796.0,1901559
Delhi,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,141.0,444,4331616.0,62427472
Goa,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,16,100850.0,5408663
Gujarat,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,500.0,1188,28577528.0,1062403379
Haryana,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,393.0,524,15305302.0,27012212
Himachal Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,11.0,67,1663215.0,10117525
Jammu & Kashmir,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,11.0,91,441846.0,1279159
Jharkhand,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,53.0,333,1276520.0,5899913
Karnataka,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,140.0,393,28076132.0,80055435
Kerala,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,42.0,252,4000315.0,114314061
Lakshadweep,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,0,0.0,0
Madhya Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,263.0,507,10528504.0,39092766
Maharashtra,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,646.0,1392,648696113.0,5101900126
Manipur,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,28,20000.0,2382688
Meghalaya,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2.0,8,81550.0,135060
Mizoram,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8.0,26,2025665.0,8967246
Nagaland,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4.0,10,429180.0,1034675
Odisha,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,65.0,202,2505000.0,25525237
Puducherry,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,11,6000.0,2742428
Punjab,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,367.0,373,116744790.0,202509917
Rajasthan,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,224.0,383,6849508.0,7165730
Sikkim,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,1,51980.0,100000
Tamil Nadu,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,18.0,82,2582857.0,42418431
Tripura,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,12,0.0,1602920
Uttar Pradesh,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,75.0,262,15804473.0,26105366
Uttarakhand,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,0,0.0,0
West Bengal,2002,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,223.0,451,6991167.0,33317868
Andaman & Nicobar Islands,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,3,1000.0,271000
Andhra Pradesh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,43.0,296,9731021.0,44005241
Arunachal Pradesh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,6.0,28,413574.0,4736411
Assam,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,119.0,611,1390986.0,14826295
Bihar,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,26.0,1096,748571.0,12300221
Chandigarh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7.0,32,560000.0,1812812
Chhattisgarh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,37.0,70,750259.0,19082771
Dadra & Nagar Haveli,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,6.0,8,1215861.0,4435541
Daman & Diu,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,7,530000.0,1367619
Delhi,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,167.0,431,2621550.0,199093138
Goa,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8.0,43,2189155.0,51284369
Gujarat,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,655.0,1545,73873740.0,1008562218
Haryana,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,406.0,518,64030730.0,87599104
Himachal Pradesh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,13.0,43,416362.0,4851132
Jammu & Kashmir,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,20.0,116,245761.0,309306
Jharkhand,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,188.0,265,8848480.0,12472592
Karnataka,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,135.0,438,6836658.0,154630643
Kerala,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,37.0,229,14721566.0,189242300
Lakshadweep,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,0,0.0,0
Madhya Pradesh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,240.0,393,6459239.0,14418796
Maharashtra,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,720.0,1488,104222940.0,775033271
Manipur,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,16,0.0,1925606
Meghalaya,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,11,50000.0,35952641
Mizoram,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,11.0,19,398238.0,506287
Nagaland,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,3,100000.0,484144
Odisha,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,72.0,210,1656165.0,10842248
Puducherry,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2.0,12,226956.0,2555237
Punjab,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,325.0,343,145492540.0,293485494
Rajasthan,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,49.0,85,2770000.0,3062874
Sikkim,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,5,0.0,1303510
Tamil Nadu,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,160.0,307,10976896.0,44172493
Tripura,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,3,1500.0,140942
Uttar Pradesh,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,83.0,143,20608700.0,34410334
Uttarakhand,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,0,0.0,0
West Bengal,2003,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,188.0,378,14821711.0,67300317
Andaman & Nicobar Islands,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,0,0.0,0
Andhra Pradesh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,50.0,353,7380662.0,118644247
Arunachal Pradesh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,26,7000.0,2786122
Assam,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,82.0,586,3040762.0,35994035
Bihar,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,30.0,1696,1149866.0,20065108
Chandigarh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,9.0,23,8725852.0,10309952
Chhattisgarh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,41.0,84,535370.0,5746737
Dadra & Nagar Haveli,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8.0,12,5182865.0,606187858
Daman & Diu,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,3,50000.0,481400
Delhi,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,181.0,445,9556500.0,109174459
Goa,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7.0,34,1555720.0,11010936
Gujarat,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,608.0,1419,26259866.0,1737345011
Haryana,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,332.0,466,30549043.0,49781427
Himachal Pradesh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,18.0,84,345774.0,23374331
Jammu & Kashmir,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,24.0,105,1293015.0,1640435
Jharkhand,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,53.0,333,1276520.0,5899913
Karnataka,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,145.0,354,37961216.0,119683651
Kerala,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,62.0,236,15987869.0,56346557
Lakshadweep,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,0,0.0,0
Madhya Pradesh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,288.0,424,7948030.0,25445332
Maharashtra,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,669.0,1371,86911957.0,1374397852
Manipur,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,25,129019.0,19169678
Meghalaya,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2.0,23,26830.0,3989942
Mizoram,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,0,0.0,0
Nagaland,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4.0,10,196400.0,3250540
Odisha,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,93.0,249,3072016.0,18949949
Puducherry,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,7,0.0,2071359
Punjab,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,301.0,311,221325402.0,756610830
Rajasthan,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,37.0,55,2064000.0,2313435
Sikkim,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,4,0.0,2974226
Tamil Nadu,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,69.0,200,6564785.0,115277990
Tripura,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,17,0.0,1674920
Uttar Pradesh,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,78.0,172,55244612.0,55810058
Uttarakhand,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,0,0.0,0
West Bengal,2004,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,184.0,425,15043440.0,72124632
Andaman & Nicobar Islands,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,8,0.0,252808214
Andhra Pradesh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,47.0,348,15059030.0,60887542
Arunachal Pradesh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7.0,36,1170875.0,55772925
Assam,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,89.0,487,3320562.0,37840904
Bihar,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,27.0,1181,1644236.0,15356354
Chandigarh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,22.0,41,2560950.0,7703068
Chhattisgarh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,59.0,105,1478929.0,8747070
Dadra & Nagar Haveli,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8.0,12,5243420.0,7514220
Daman & Diu,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4.0,6,377843.0,1501283
Delhi,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,159.0,394,1910000.0,69538509
Goa,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,8.0,42,814936.0,24107134
Gujarat,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,678.0,1242,31806265.0,2166041426
Haryana,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,386.0,492,40091504.0,62176960
Himachal Pradesh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,6.0,73,203300.0,7746849
Jammu & Kashmir,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,21.0,117,2100252.0,6830435
Jharkhand,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,84.0,168,1125340.0,10187872
Karnataka,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,94.0,434,6490466.0,1041217289
Kerala,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,48.0,278,2674311.0,71704600
Lakshadweep,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,0.0,0,0.0,0
Madhya Pradesh,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,328.0,489,16256773.0,61101274
Maharashtra,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,890.0,1637,105086490.0,1594302767
Manipur,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,2.0,52,250000.0,86397529
Meghalaya,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,1.0,14,646000.0,766600
Mizoram,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7.0,10,83383.0,300191
Nagaland,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,7.0,16,7236040.0,13219304
Odisha,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,95.0,288,354667.0,1500724
Puducherry,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,4.0,8,8212429.0,8312445
Punjab,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,269.0,301,365232752.0,415266700
Rajasthan,2005,Criminal Breach of Trust - Property,5. Criminal Breach of Trust,34.0,61,1663818.0,2598014
