Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Jharkhand,2003,TVC- Murder,01. Murder,0.0,1223,1223
Karnataka,2003,TVC- Murder,01. Murder,0.0,1280,1280
Kerala,2003,TVC- Murder,01. Murder,2.0,217,219
Maharashtra,2003,TVC- Murder,01. Murder,28.0,2314,2342
Meghalaya,2003,TVC- Murder,01. Murder,0.0,12,12
Mizoram,2003,TVC- Murder,01. Murder,15.0,4,19
Nagaland,2003,TVC- Murder,01. Murder,0.0,16,16
Odisha,2003,TVC- Murder,01. Murder,0.0,760,760
Puducherry,2003,TVC- Murder,01. Murder,0.0,9,9
Punjab,2003,TVC- Murder,01. Murder,0.0,650,650
Rajasthan,2003,TVC- Murder,01. Murder,0.0,1398,1398
Tamil Nadu,2003,TVC- Murder,01. Murder,93.0,1641,1734
Uttarakhand,2003,TVC- Murder,01. Murder,1.0,148,149
West Bengal,2003,TVC- Murder,01. Murder,18.0,842,860
Andaman & Nicobar Islands,2004,TVC- Murder,01. Murder,0.0,7,7
Andhra Pradesh,2004,TVC- Murder,01. Murder,0.0,2913,2913
Arunachal Pradesh,2004,TVC- Murder,01. Murder,0.0,9,9
Assam,2004,TVC- Murder,01. Murder,36.0,558,594
Bihar,2004,TVC- Murder,01. Murder,2.0,2258,2260
Chandigarh,2004,TVC- Murder,01. Murder,0.0,12,12
Chhattisgarh,2004,TVC- Murder,01. Murder,23.0,642,665
Daman & Diu,2004,TVC- Murder,01. Murder,0.0,1,1
Gujarat,2004,TVC- Murder,01. Murder,20.0,1044,1064
Haryana,2004,TVC- Murder,01. Murder,0.0,536,536
Himachal Pradesh,2004,TVC- Murder,01. Murder,0.0,107,107
Jammu & Kashmir,2004,TVC- Murder,01. Murder,2.0,105,107
Karnataka,2004,TVC- Murder,01. Murder,0.0,1978,1978
Kerala,2004,TVC- Murder,01. Murder,1.0,269,270
Maharashtra,2004,TVC- Murder,01. Murder,11.0,2148,2159
Manipur,2004,TVC- Murder,01. Murder,0.0,7,7
Meghalaya,2004,TVC- Murder,01. Murder,1.0,14,15
Mizoram,2004,TVC- Murder,01. Murder,9.0,19,28
Nagaland,2004,TVC- Murder,01. Murder,2.0,78,80
Odisha,2004,TVC- Murder,01. Murder,0.0,1006,1006
Punjab,2004,TVC- Murder,01. Murder,114.0,435,549
Rajasthan,2004,TVC- Murder,01. Murder,0.0,1208,1208
Tamil Nadu,2004,TVC- Murder,01. Murder,27.0,1559,1586
Uttar Pradesh,2004,TVC- Murder,01. Murder,0.0,5834,5834
West Bengal,2004,TVC- Murder,01. Murder,26.0,752,778
Andhra Pradesh,2005,TVC- Murder,01. Murder,0.0,2667,2667
Arunachal Pradesh,2005,TVC- Murder,01. Murder,0.0,11,11
Assam,2005,TVC- Murder,01. Murder,46.0,616,662
Bihar,2005,TVC- Murder,01. Murder,4.0,2396,2400
Chandigarh,2005,TVC- Murder,01. Murder,0.0,15,15
Chhattisgarh,2005,TVC- Murder,01. Murder,384.0,326,710
Gujarat,2005,TVC- Murder,01. Murder,21.0,772,793
Haryana,2005,TVC- Murder,01. Murder,0.0,636,636
Himachal Pradesh,2005,TVC- Murder,01. Murder,0.0,106,106
Jammu & Kashmir,2005,TVC- Murder,01. Murder,0.0,165,165
Jharkhand,2005,TVC- Murder,01. Murder,38.0,847,885
Karnataka,2005,TVC- Murder,01. Murder,8.0,2067,2075
Kerala,2005,TVC- Murder,01. Murder,0.0,309,309
Maharashtra,2005,TVC- Murder,01. Murder,1.0,2296,2297
Manipur,2005,TVC- Murder,01. Murder,0.0,2,2
Meghalaya,2005,TVC- Murder,01. Murder,0.0,11,11
Mizoram,2005,TVC- Murder,01. Murder,9.0,31,40
Nagaland,2005,TVC- Murder,01. Murder,0.0,181,181
Odisha,2005,TVC- Murder,01. Murder,23.0,869,892
Punjab,2005,TVC- Murder,01. Murder,0.0,599,599
Tamil Nadu,2005,TVC- Murder,01. Murder,13.0,1361,1374
Uttar Pradesh,2005,TVC- Murder,01. Murder,0.0,4957,4957
West Bengal,2005,TVC- Murder,01. Murder,18.0,792,810
Andhra Pradesh,2006,TVC- Murder,01. Murder,0.0,2497,2497
Arunachal Pradesh,2006,TVC- Murder,01. Murder,0.0,5,5
Assam,2006,TVC- Murder,01. Murder,56.0,576,632
Bihar,2006,TVC- Murder,01. Murder,43.0,2686,2729
Chandigarh,2006,TVC- Murder,01. Murder,0.0,23,23
Chhattisgarh,2006,TVC- Murder,01. Murder,372.0,339,711
Dadra & Nagar Haveli,2006,TVC- Murder,01. Murder,0.0,1,1
Daman & Diu,2006,TVC- Murder,01. Murder,0.0,3,3
Gujarat,2006,TVC- Murder,01. Murder,37.0,736,773
Himachal Pradesh,2006,TVC- Murder,01. Murder,0.0,65,65
Jammu & Kashmir,2006,TVC- Murder,01. Murder,0.0,125,125
Jharkhand,2006,TVC- Murder,01. Murder,14.0,1532,1546
Karnataka,2006,TVC- Murder,01. Murder,0.0,1440,1440
Madhya Pradesh,2006,TVC- Murder,01. Murder,0.0,2315,2315
Maharashtra,2006,TVC- Murder,01. Murder,10.0,1698,1708
Manipur,2006,TVC- Murder,01. Murder,0.0,5,5
Meghalaya,2006,TVC- Murder,01. Murder,2.0,60,62
Mizoram,2006,TVC- Murder,01. Murder,0.0,62,62
Nagaland,2006,TVC- Murder,01. Murder,16.0,8,24
Odisha,2006,TVC- Murder,01. Murder,1.0,753,754
Tamil Nadu,2006,TVC- Murder,01. Murder,5.0,1227,1232
Tripura,2006,TVC- Murder,01. Murder,0.0,166,166
Uttar Pradesh,2006,TVC- Murder,01. Murder,0.0,5526,5526
Uttarakhand,2006,TVC- Murder,01. Murder,0.0,197,197
West Bengal,2006,TVC- Murder,01. Murder,10.0,1418,1428
Andhra Pradesh,2007,TVC- Murder,01. Murder,0.0,2737,2737
Arunachal Pradesh,2007,TVC- Murder,01. Murder,0.0,6,6
Assam,2007,TVC- Murder,01. Murder,62.0,511,573
Bihar,2007,TVC- Murder,01. Murder,0.0,2654,2654
Chandigarh,2007,TVC- Murder,01. Murder,0.0,15,15
Chhattisgarh,2007,TVC- Murder,01. Murder,354.0,344,698
Gujarat,2007,TVC- Murder,01. Murder,42.0,603,645
Haryana,2007,TVC- Murder,01. Murder,0.0,543,543
Himachal Pradesh,2007,TVC- Murder,01. Murder,0.0,72,72
Jammu & Kashmir,2007,TVC- Murder,01. Murder,0.0,109,109
Jharkhand,2007,TVC- Murder,01. Murder,58.0,1152,1210
Karnataka,2007,TVC- Murder,01. Murder,0.0,1429,1429
Lakshadweep,2007,TVC- Murder,01. Murder,0.0,1,1
Madhya Pradesh,2007,TVC- Murder,01. Murder,0.0,2075,2075
Maharashtra,2007,TVC- Murder,01. Murder,3.0,1535,1538
Manipur,2007,TVC- Murder,01. Murder,0.0,3,3
Meghalaya,2007,TVC- Murder,01. Murder,4.0,16,20
Mizoram,2007,TVC- Murder,01. Murder,0.0,42,42
Nagaland,2007,TVC- Murder,01. Murder,0.0,34,34
Odisha,2007,TVC- Murder,01. Murder,0.0,677,677
Punjab,2007,TVC- Murder,01. Murder,0.0,545,545
Tamil Nadu,2007,TVC- Murder,01. Murder,7.0,1503,1510
Uttar Pradesh,2007,TVC- Murder,01. Murder,0.0,4420,4420
Uttarakhand,2007,TVC- Murder,01. Murder,0.0,235,235
West Bengal,2007,TVC- Murder,01. Murder,2.0,1146,1148
Andhra Pradesh,2008,TVC- Murder,01. Murder,0.0,2119,2119
Arunachal Pradesh,2008,TVC- Murder,01. Murder,0.0,5,5
Assam,2008,TVC- Murder,01. Murder,49.0,376,425
Bihar,2008,TVC- Murder,01. Murder,1.0,2217,2218
Chandigarh,2008,TVC- Murder,01. Murder,0.0,26,26
Chhattisgarh,2008,TVC- Murder,01. Murder,349.0,416,765
Gujarat,2008,TVC- Murder,01. Murder,20.0,645,665
Haryana,2008,TVC- Murder,01. Murder,0.0,690,690
Himachal Pradesh,2008,TVC- Murder,01. Murder,0.0,83,83
Jammu & Kashmir,2008,TVC- Murder,01. Murder,0.0,107,107
Jharkhand,2008,TVC- Murder,01. Murder,117.0,1084,1201
Karnataka,2008,TVC- Murder,01. Murder,31.0,1054,1085
Maharashtra,2008,TVC- Murder,01. Murder,5.0,1671,1676
Manipur,2008,TVC- Murder,01. Murder,0.0,5,5
Meghalaya,2008,TVC- Murder,01. Murder,3.0,21,24
Mizoram,2008,TVC- Murder,01. Murder,10.0,6,16
Nagaland,2008,TVC- Murder,01. Murder,4.0,28,32
Odisha,2008,TVC- Murder,01. Murder,0.0,781,781
Tamil Nadu,2008,TVC- Murder,01. Murder,7.0,1244,1251
West Bengal,2008,TVC- Murder,01. Murder,0.0,1128,1128
Andhra Pradesh,2009,TVC- Murder,01. Murder,0.0,1984,1984
Arunachal Pradesh,2009,TVC- Murder,01. Murder,0.0,5,5
Assam,2009,TVC- Murder,01. Murder,37.0,504,541
Bihar,2009,TVC- Murder,01. Murder,0.0,2340,2340
Chandigarh,2009,TVC- Murder,01. Murder,0.0,18,18
Chhattisgarh,2009,TVC- Murder,01. Murder,398.0,564,962
Gujarat,2009,TVC- Murder,01. Murder,21.0,448,469
Haryana,2009,TVC- Murder,01. Murder,0.0,633,633
Himachal Pradesh,2009,TVC- Murder,01. Murder,0.0,82,82
Jammu & Kashmir,2009,TVC- Murder,01. Murder,0.0,153,153
Jharkhand,2009,TVC- Murder,01. Murder,14.0,985,999
Karnataka,2009,TVC- Murder,01. Murder,76.0,1096,1172
Madhya Pradesh,2009,TVC- Murder,01. Murder,0.0,1733,1733
Maharashtra,2009,TVC- Murder,01. Murder,6.0,1452,1458
Manipur,2009,TVC- Murder,01. Murder,0.0,5,5
Meghalaya,2009,TVC- Murder,01. Murder,2.0,26,28
Mizoram,2009,TVC- Murder,01. Murder,22.0,2,24
Nagaland,2009,TVC- Murder,01. Murder,5.0,20,25
Odisha,2009,TVC- Murder,01. Murder,0.0,620,620
Tamil Nadu,2009,TVC- Murder,01. Murder,8.0,1119,1127
West Bengal,2009,TVC- Murder,01. Murder,10.0,837,847
Andhra Pradesh,2010,TVC- Murder,01. Murder,0.0,2299,2299
Arunachal Pradesh,2010,TVC- Murder,01. Murder,0.0,11,11
Assam,2010,TVC- Murder,01. Murder,29.0,378,407
Chandigarh,2010,TVC- Murder,01. Murder,0.0,20,20
Chhattisgarh,2010,TVC- Murder,01. Murder,343.0,463,806
Daman & Diu,2010,TVC- Murder,01. Murder,0.0,2,2
Delhi,2010,TVC- Murder,01. Murder,3.0,398,401
Goa,2010,TVC- Murder,01. Murder,0.0,42,42
Gujarat,2010,TVC- Murder,01. Murder,32.0,414,446
Himachal Pradesh,2010,TVC- Murder,01. Murder,0.0,89,89
Jammu & Kashmir,2010,TVC- Murder,01. Murder,0.0,158,158
Jharkhand,2010,TVC- Murder,01. Murder,7.0,1084,1091
Karnataka,2010,TVC- Murder,01. Murder,8.0,1123,1131
Kerala,2010,TVC- Murder,01. Murder,0.0,196,196
Maharashtra,2010,TVC- Murder,01. Murder,3.0,1841,1844
Manipur,2010,TVC- Murder,01. Murder,0.0,4,4
Meghalaya,2010,TVC- Murder,01. Murder,2.0,14,16
Mizoram,2010,TVC- Murder,01. Murder,8.0,33,41
Nagaland,2010,TVC- Murder,01. Murder,8.0,23,31
Odisha,2010,TVC- Murder,01. Murder,0.0,745,745
Sikkim,2010,TVC- Murder,01. Murder,1.0,7,8
Tamil Nadu,2010,TVC- Murder,01. Murder,17.0,1288,1305
West Bengal,2010,TVC- Murder,01. Murder,7.0,773,780
Andhra Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,13,13
Arunachal Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Assam,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,15,15
Bihar,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,114,114
Chandigarh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Chhattisgarh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,2.0,10,12
Gujarat,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,5,5
Haryana,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,84,84
Himachal Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Jammu & Kashmir,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Jharkhand,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,23,23
Karnataka,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,19,19
Maharashtra,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,74,74
Meghalaya,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Mizoram,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Nagaland,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Odisha,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,6,6
Uttar Pradesh,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,2.0,137,139
West Bengal,2001,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,97,97
Andhra Pradesh,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,13,13
Assam,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,8,8
Bihar,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,111,111
Chandigarh,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Chhattisgarh,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,8.0,10,18
Daman & Diu,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Delhi,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,10,10
Gujarat,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,5,5
Haryana,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,128,128
Himachal Pradesh,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Jammu & Kashmir,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Karnataka,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,13,13
Madhya Pradesh,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,121,121
Maharashtra,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,108,108
Meghalaya,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,1,1
Nagaland,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,1,1
Odisha,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,17,17
Punjab,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,53,53
Tamil Nadu,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,6,6
West Bengal,2002,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,241,241
Andhra Pradesh,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,17,17
Arunachal Pradesh,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,1,1
Assam,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,11,11
Bihar,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,93,93
Chandigarh,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,1,1
Chhattisgarh,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,8,8
Daman & Diu,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Gujarat,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,5,5
Haryana,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,130,130
Himachal Pradesh,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Jammu & Kashmir,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Jharkhand,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,32,32
Karnataka,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,22,22
Maharashtra,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,1.0,149,150
Meghalaya,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Nagaland,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
Odisha,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,37,37
Punjab,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,91,91
Tamil Nadu,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,2,2
Uttarakhand,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,2,2
West Bengal,2003,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,394,394
Andhra Pradesh,2004,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,7,7
Arunachal Pradesh,2004,TVC- Preparation & Assembly for Dacoity,07. Preparation & Assembly for Dacoity,0.0,0,0
